,label,content
93,국제,"미국 보건당국이 현지시각 12일 코로나19 백신의 두 번째 추가 접종을 모든 성인을 대상으로 확대하는 방안을 검토하고 있다고 밝혔습니다. 이는 화이자와 모더나 백신의 네 번째 접종을 의미합니다. 아시시 자 백악관 코로나19 대응조정관은 이날 브리핑에서 보건 당국이 모든 성인을 위한 2차 추가 접종을 승인하는 방안을 논의 중이라고 말했습니다.이미 미 보건당국은 50세 이상 성인에게 2차 추가 접종을 권고한 상태인데, 이를 모든 성인으로 확대할 수 있다는 게 정부의 구상입니다. 이는 한동안 안정적이었던 코로나19 감염이 재확산하고 있는 상황에 따른 것입니다.  미국에서는 오미크론의 하위 변이로 전파력이 강력한 'BA.5'가 전체 감염의 65%를 차지하는 우세종이 되며 신규 확진자가 연일 늘고 있습니다. 미 존스홉킨스대에 따르면 최근 2주 동안 미국에서 공식 집계된 확진자는 하루 평균 약 10만 7천 명입니다. 하지만 실제 감염자 수는 집계치의 7배에 달한다는 워싱턴대 의대 산하 보건계량분석연구소(IHME)의 분석이 나오는 등 더 많을 것으로 추정됩니다.[사진 출처 : 로이터=연합뉴스]"
94,국제,유럽연합(EU)이 우크라이나에 10억 유로(약 1조3천억원)를 추가로 지원하기로 했습니다.  EU는 또 크로아티아의 유로존 가입을 최종 승인해 유로존 회원국은 20개로 늘어나게 됐습니다. EU 재무장관들은 현지시간으로 12일 브뤼셀에서 연 회의에서 우크라이나에 대한 10억 유로 추가지원을 승인했습니다.  우크라이나 정부는 이를 긴급한 용도와 주요 기반시설의 가동에 활용할 수 있을 것이라고 츠비네크 스탄유라 체코 재무장관이 밝혔습니다.  이에 따라 EU의 우크라이나에 대한 재정 지원액은 22억 유로(약 2조9천억원)로 늘었습니다.[사진 출처 : 로이터=연합뉴스]
95,국제,"조 바이든 미국 대통령의 지지율이 소폭 상승했지만, 여전히 40%대를 밑돌고 있다는 여론조사 결과가 나왔습니다. 로이터 통신과 여론조사기관 입소스가 현지시각 11일과 12일 이틀에 걸쳐 미국의 1,004명을 대상으로 조사한 결과, 바이든 대통령 업무수행 지지율은 39%로 집계됐다고 두 기관이 밝혔습니다. 이는 한 주 전 역대 최저를 기록한 36%보다 3%포인트 상승한 수칩니다만 여전히 40%를 밑돌고 있습니다.바이든 대통령에 대한 부정평가는 전체의 55%에 달했습니다. 정치 성향별로는 민주당 지지층에서 지지율은 74%로 한 주 전보다 5% 포인트 뛰었습니다. 하지만 공화당 지지층에서는 12%만이 바이든 대통령의 업무 수행을 긍정 평가했습니다. 이 조사에서 바이든 대통령 지지율은 극심한 혼란을 초래한 지난해 8월 아프가니스탄 철군 이후 계속해서 50%를 밑돌고 있습니다.[사진 출처 : 로이터=연합뉴스]"
96,국제,"오늘 새벽 4시 17분 칠레 이스터섬 북서쪽 698km 해역에서 규모 6.4의 지진이 발생했다고 기상청이 외국 관측 기관 등을 인용해 전했습니다. 이번 지진의 진앙은 남위 22.60도, 서경 114.20도이며 지진 발생 깊이는 10km입니다.[사진 출처 : 기상청 제공]"
97,국제,"민중 시위에 사임을 선언했던 고타바야 라자팍사 스리랑카 대통령이 현지시각 13일 오전 군용기를 타고 스리랑카를 떠나 몰디브로 향했다고 AFP 통신이 보도했습니다. 출입국관리소 관계자는 고바타야 대통령과 영부인, 경호원 한 명이 안토노프-32 항공기에 탑승해 스리랑카를 떠났다고 AFP통신에 밝혔습니다. 고타바야 대통령은 반정부 시위대가 관저로 몰려들자 수도 콜롬보의 반다라나이케 국제공항 인근 공군기지에 피신해 온 것으로 전해졌습니다. 국가 부도가 발생한 스리랑카에선 9일부터 대규모 반정부 시위대가 대통령 집무실과 관저를 점거하고 농성을 이어오고 있습니다. 한편 2019년 11월 대선에서 당선된 고타바야 대통령은 그간 야권과 국민 다수로부터 스리랑카의 경제난을 불러온 책임을 지고 사임하라는 압박을 받아 왔습니다.[사진 출처 : EPA=연합뉴스]"
98,국제,"뉴욕증시는 기업들의 실적 발표를 주시하며, 다음날 예정된 소비자물가지수(CPI)에 대한 경계로 하락했습니다. 현지시각 12일 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수는 전장보다 192.51포인트(0.62%) 떨어진 30,981.33으로 거래를 마쳤습니다. 스탠더드앤드푸어스(S&P)500지수는 전장보다 35.63포인트(0.92%) 하락한 3,818.80으로, 기술주 중심의 나스닥 지수는 전장보다 107.87포인트(0.95%) 밀린 11,264.73으로 장을 마감했습니다. 뉴욕증시 전문가들은 시장이 다음날 나올 소비자물가지수(CPI)에 촉각을 곤두세우고 있다며, 투자자들이 어느 한쪽으로 방향을 잡기를 꺼리고 있다""고 분석했습니다. 또 투자자들은 달러화 강세에도 주목하고 있다고도 말했습니다.[사진 출처 : 로이터=연합뉴스]"
99,국제,"넷플릭스 드라마 ‘오징어 게임’의 연출자인 황동혁 감독이 현지시각 12일 ‘오징어 게임 시즌 2’에서 이뤄질 가장 큰 변화는 주인공인 성기훈이 될 것이라고 밝혔습니다. 황 감독은 이날 APTN과의 인터뷰에서 “(시즌 2의) 가장 큰 차이점은 주인공인 성기훈”이라며 “그는 시즌 1에서 순진한 캐릭터였지만 마지막에는 더는 순진하지 않다. 따라서 이제 그가 (시즌 2의) 이 모든 새로운 게임들을 어떤 방식으로 탐색할지가 시즌 2의 주요 초점이 될 것”이라고 말했습니다. 황 감독은 “그는 시즌 1에서 배운 것들을 일부 적용할 것이고, 마음속에 품고 있는 목적이나 목표를 적용할 것”이라며 “그가 자신의 방식을 어떻게 관철할지가 시즌 1과의 핵심 차이점이 될 것”이라고 말했습니다. 또 시즌 2에 등장할 게임 선정 작업을 마무리했다고도 밝혔습니다. 황 감독은 “이제 (게임) 선정 절차가 끝났다”며 “시즌 2에는 많은 새로운 게임이 나올 것”이라고 말했습니다.[사진 출처 : AP=연합뉴스]"
100,국제,"전세계 70여개국이 넘는 나라에서 10000명 전후의 원숭이 두창 감염자가 발생하자 세계보건기구 WHO는 조만간 긴급 회의를 재소집해 비상사태 선포 여부를 결정할 예정이라고 재차 밝혔습니다. 세계보건기구 거브러여수스 사무총장은 현지시각 12일 화상회견을 갖고 최근 전세계 원숭이 두창이 확산함에 따라 조만간 긴급 회의를 재소집해 원숭이 두창의 흐름과 대책의 실효성 등을 살펴보고, 원숭이 두창 관련해 각 국가들과 지역사회에 권고 사항을 결정 할 것이라고 재차 밝혔습니다. 앞서 한차례 원숭이 두창에 대한 공중보건 비상사태 선포를 하지 않기로 결정한 세계보건기구는 지난주 긴급 회의를 이달 중순쯤 재소집해 공중보건 비상사태 선포 여부를 결정할 예정이라고 밝힌바 있습니다. 원숭이 두창이 전세계적으로 확산하자 긴급 회의를 열기로 한 사실을 재차 확인한 것으로 보입니다. 한편 에이즈보건재단은 (AHF)은 세계보건기구가 코로나 19 신고를 미루는 과거의 실수를 되풀이하지 말고 원숭이 두창 발생을 즉시 국제적 관심의 공중보건 비상사태(PHEIC)로 선포할 것을 촉구했습니다. 에이즈보건재단은 세계 여러나라에 원숭이 두창이 널리 퍼졌는데 이것은 우리가 아직 완전히 이해하지 못한 속도라며 세계보건기구는 계속 수수방관 할 것이 아니라 하루빨리 공중보건 비상사태를 선포할 것을 촉구한다고 밝혔습니다. 세계보건기구는 당초 현지시각 18일이나 그전에 긴급회의를 재소집할 예정이라고 밝힌바 있어 이르면 이번주에 회의가 열릴 가능성도 있는 것으로 알려졌습니다.[사진 출처 : AP=연합뉴스]"
101,문화,"가수 겸 작가로 활동하는 권지안(솔비)의 개인전 '허밍-파라다이스(Humming-Paradise)'가 9월 13일(화)까지 서울 광진구 비스타워커힐호텔 프린트베이커리에서 열립니다. 이번 전시에서 권 작가는 국내에 처음 선보이는 '애플 시리즈'를 비롯해 '허밍 시리즈', '풍경 시리즈' 등 신작 50여 점을 공개합니다. 2018년 이후 처음 공개하는 '풍경 시리즈'에서 작가는 상실의 아픔과 상처를 작품에 담고 희망과 극복의 메시지를 전합니다.지난해 세상을 떠난 아버지를 향한 그리움을 표현하고자 시작한 '허밍' 시리즈는 말과 글의 한계를 넘은 '언어 초월'의 이야기를 담았습니다. 글로 표현할 수 없는 마음을 '흥얼거림'으로 표출하고, 입체적인 라인(line) 드로잉으로 작가만의 암호처럼 표현했습니다. 신작 '허밍레터' 시리즈는 리듬에 따라 자유롭게 손으로 색을 섞어 그리는 지두화(指頭畫) 기법을 활용해 꽃, 나무, 바람 등 순간적으로 포착된 흔들리는 풍경을 그렸습니다.권지안 작가는 ""화사한 꽃들 속에 자유롭게 펼쳐진 '허밍'처럼, 망가진 케이크에서 다시 태어난 '촛불'처럼, 바이러스 시대를 잘 견뎌온 우리 모두에게 '희망', '파라다이스' 세상을 선물하고 싶다.""고 전했습니다."
102,국제,"국제 유가가 경기 침체에 대한 우려로 급락했습니다. 현지시각 12일 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI)는 배럴당 8.12%(8.45달러) 떨어진 95.64달러에 거래를 마감했습니다. 금융정보업체 다우존스 마켓 데이터에 따르면 이는 지난 4월 11일 이후 최저 가격입니다. 런던 ICE선물거래소의 9월물 브렌트유도 7.1% 떨어진 99.49달러로 마감했고 브렌트유 가격도 3개월 만에 최저치를 기록했습니다. 유가 급락은 코로나19 오미크론 하위 변이의 확산과 인플레이션으로 인한 경기 침체에 대한 우려가 가장 큰 배경이 됐습니다. 또한 최근 달러화의 강세도 유가 하락 요인으로 작용했다는 분석입니다. 뉴욕증시도 소비자물가지수(CPI) 발표를 앞두고 하락세를 이어갔습니다. 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수는 전장보다 0.62% 떨어진 30,981.33으로 거래를 마쳤습니다. 스탠더드앤드푸어스(S&P)500지수는 전장보다 0.92% 하락한 3,818.80으로, 나스닥 지수는 전장보다 0.95% 떨어진 11,264.73으로 마감했습니다.[사진 출처 : 로이터=연합뉴스]"
103,경제,"지난달(6월) 취업자 수가 1년 전보다 80만 명 넘게 늘며 16개월 연속 증가했습니다. 6월 기준 22년 만에 최대 폭으로 늘었습니다. 다만, 증가 폭이 3개월 만에 감소로 전환됐고, 취업자 가운데 절반 이상은 고령층인 것으로 나타났습니다.  통계청이 오늘(13일) 발표한 ‘6월 고용동향’을 보면, 지난달 취업자 수는 2,847만 8,000명으로 1년 전보다 84만 1,000명 증가했습니다.  취업자 수는 코로나19가 확산한 2020년 3월부터 12개월 연속 감소했습니다. 그러다 지난해 3월부터 반등하기 시작해 16개월 연속 전년 동월 대비 증가세를 이어가고 있습니다. 증가 폭은 6월 기준으로 2000년 이후 22년 만에 가장 컸습니다.  다만, 증가 폭은 전월 대비 3개월 만에 감소로 전환됐습니다. 앞서 취업자 수는 올해 1월과 2월 전년 대비 100만 명 넘게 증가한 데 이어 3월 83만 명을 기록한 이후 4월 86만 명, 5월 93만 명 증가했습니다.  15세 이상 인구 대비 취업자 수 비율인 고용률은 62.9%로 1년 전보다 1.6%p 올랐습니다. OECD 비교 기준인 15~64세까지의 생산연령인구 고용률은 69.1%로 1년 전보다 2%p 상승했습니다.  15세 이상 고용률과 15~64세 고용률 모두 통계 작성 이래 6월 기준 최고치를 기록했습니다. 기획재정부는 “직접일자리와 방역인력 등 공공·준공공부문의 영향이 상당하다”며 “대면서비스와 제조업 등 고용이 개선돼 양호한 점이 있지만, 고령층 중심으로 늘어난 부문은 여전히 한계”라고 지적했습니다.  실제로 연령별로 보면 60세 이상에서 47만 2,000명 늘며 전체 일자리 가운데 고령층 일자리가 절반 넘게 차지한 것으로 나타났습니다.  이어 50대 24만 5,000명, 20대 11만 7,000명, 30대 1만 8,000명, 40대 2,000명 순이었습니다.  특히, 40대의 경우 전달 3만 6,000명 늘어난 데 비해 증가 폭이 둔화된 것으로 나타났습니다.  김경희 통계청 고용통계과장은 “40대는 금융보험업이 감소세가 유지되고 있고, 지방선거가 끝나면서 협회 및 단체의 취업자 수도 감소한 영향”이라고 설명했습니다. 모든 연령대가 증가한 가운데 15~19세만 전년 대비 1만 2,000명 감소한 것으로 나타났습니다.  산업별로는 보건업 및 사회복지서비스업이 17만 7,000명 늘어 가장 증가 폭이 컸습니다. 이어 제조업이 15만 8,000명 늘어 8개월 연속 증가세를 보였고, 운수 및 창고업 12만 6,000명 증가했습니다. 또, 대표적 대면 서비스업인 숙박 및 음식점업도 2만 8,000명 늘어 두 달 연속 증가세를 이어갔습니다. 예술·스포츠 및 여가 관련 서비스업도 1만 6,000명 증가했습니다.  반면, 금융 및 보험업과 도매 및 소매업이 각각 5만 9,000명, 3만 7,000명씩 감소했습니다.  김 과장은 “금융 및 보험업은 은행들이 점포 수를 줄이고 있는 영향으로 도매 및 소매업도 구조적으로 감소하는 모습”이라고 설명했습니다.  종사상 지위별로는 임금근로자 중 상용근로자가 89만 9,000명 증가했지만, 임시근로자 5만 3,000명, 일용근로자도 7만 9,000명씩 감소했습니다. 임시근로자는 지난해 3월 이후 증가하다 16개월 만에 감소로 전환했습니다.  비임금근로자 중 고용원이 있는 자영업자는 12만 1,000명 늘어 전년 대비 9.5%의 증가율을 보였습니다. 2002년 3월 이후 가장 큰 폭으로 증가했습니다. 고용원이 없는 자영업자도 6,000명 증가했습니다.  취업시간대별로 보면 36시간 이상 취업자는 86만 1,000명 증가했고, 36시간 미만 취업자는 1,000명 감소했습니다.  지난달 실업자 수는 88만 8,000명으로 1년 전보다 20만 5,000명 줄었습니다. 경제활동인구 대비 실업자 비율인 실업률은 3%로 1년 전보다 0.8%p 하락했습니다.  육아나 가사 등을 하지 않고 그냥 쉰 ‘쉬었음’ 인구는 17만 4,000명, 구직단념자도 14만 9,000명 각각 줄었습니다.  비경제활동인구는 1,588만 2,000명으로 1년 전보다 45만 6,000명 줄어 16개월 연속 감소세를 이어갔습니다.  기획재정부는 “4분기 직접일자리 사업 종료 등으로 하반기부터 취업자 증가 폭은 점차 둔화될 것으로 전망된다”며 “고물가에 따른 고용 취약계층의 부담경감을 위해 고용 안전망을 확충하겠다”고 밝혔습니다.[사진 출처 : 연합뉴스]"
104,경제,"이창용 한국은행 총재가 오는 19일 한국은행에서 재닛 옐런 미국 재무장관과 면담할 예정이라고 한국은행이 오늘(13일) 밝혔습니다. 이 총재와 옐런 장관은 면담에서 최근 세계경제와 금융시장 상황, 글로벌 정책 공조 등에 대해 약 40분간 논의할 예정입니다. 일정과 배석 등 구체적인 사항은 현재 조율 중이라고 한국은행은 설명했습니다. 옐런 장관은 오는 15일부터 이틀간 인도네시아 발리에서 열리는 G20 재무장관 ·중앙은행총재회의에 참석한 후 한국을 방문합니다.[사진 출처 : AFP=연합뉴스]"
105,사회,"코로나19 재유행이 시작된 가운데 정부가 4차 접종 대상을 50대와 18세 이상 기저질환자까지 확대하기로 했습니다. 확진자의 현행 7일 의무격리는 유지되고, 거리두기는 일단 현 단계에서는 시행하지 않기로 결정했습니다. 한덕수 국무총리는 오늘(13일) 정부서울청사에서 코로나19 중앙재난안전대책본부 회의를 주재하고, ""전파력이 빠르고 면역회피 특성이 있는 BA.5 변이가 확산하면서 당초 예상보다 빠르게 재유행이 시작되고 있다""며 이같이 밝혔습니다. 한 총리는 ""질병청과 전문가들에 따르면, 8월 중순에서 9월 말 하루 최대 20만 명의 확진자가 발생할 수 있다고 전망한다""며 ""우선 4차 접종을 확대하겠다""고 말했습니다. 4차 접종 대상자는 현재의 60세 이상·면역저하자에서 50대·18세 이상 기저질환자로 확대되고, 요양병원·시설뿐 아니라 장애인 시설과 노숙자 시설까지로 접종 대상이 넓어집니다. 한 총리는 ""4차 접종은 코로나 중증화로의 진전을 예방할 수 있다""면서 ""접종 대상 국민들의 백신접종을 강력히 권고한다""고 강조했습니다. 확진자의 7일 의무격리는 유지되고, 거리두기 의무화 조치도 현 단계에서는 시행하지 않기로 했습니다. 다만, ""유행 상황에 중대한 변화가 생기는 경우 선별적 단계적 거리두기 도입을 검토하겠다""고 한 총리는 말했습니다. 한덕수 총리는 또 현재 중증입원환자 병상 가동률은 10% 수준으로 충분히 여력이 있지만, 확진자가 최대 20만 명 발생하더라도 입원 치료에 문제가 없도록 병상을 충분히 확보하겠다고 설명했습니다. 이와 함께 입원하지 않고 재택치료를 받는 확진자들이 인근 동네 병·의원에서 검사-치료-처방을 한꺼번에 받을 수 있도록 '원스톱 진료기관' 1만 개소를 이달 말까지 앞당겨 확보하겠다고 말했습니다. 한 총리는 ""국민 여러분께서는 가장 확실한 방역수단인 마스크 착용, 손 씻기, 백신 접종, 주기적 환기와 같은 기본 방역수칙을 철저히 지켜주실 것을 다시 한번 요청 드린다""고 호소했습니다.[사진 출처 : 연합뉴스]"
106,정치,"북한이 코로나19 감염으로 의심되는 신규 발열 환자 수가 700명대로 집계됐다고 밝혔습니다. 북한 국가비상방역사령부는 그제(11일) 오후 6시부터 24시간 동안 북한 전역에서 발생한 신규 발열 환자가 770여 명이라고 밝혔다고 관영매체 조선중앙통신이 오늘(13일) 보도했습니다. 북한은 이틀 연속 새로 발생한 발열 환자 수가 1천 명대 아래라고 주장하고 있습니다. 신규 사망자와 누적 사망자 통계, 치명률은 공개하지 않았습니다. 통신은 ""최근 한 주일 동안에만도 전국적인 일평균 유열자(발열환자) 발생률이 11.8%씩 감소하고 있다""고도 전했습니다."
107,IT·과학,"SK텔레콤은 메타버스 플랫폼 ‘이프랜드’(ifland) 출시 1주년을 하루 앞둔 오늘(13일) 지난 1년간의 성과를 공개하고 사용자 보상 시스템을 도입하는 한편 세계 각국에도 진출하겠다고 밝혔습니다. 이프랜드는 출시 첫 달인 지난해 7월 다운로드 28만 회를 기록했으며 지난달 기준으로는 누적 870만 다운로드를 넘겼습니다. 지난 1년간 이프랜드는 여러 기업·기관과 단체로부터 2천 건이 넘는 제휴 요청을 받기도 했는데, KBS 한국방송도 2022년 대선 개표방송을 이프랜드 공간에서 진행한 바 있습니다. 올해 4월 코로나19로 인한 사회적 거리두기가 해제되면서 비대면 서비스 이용량이 줄어들었으나 이프랜드 이용자의 월평균 체류 시간은 오히려 늘어 올해 3월 기준 55분이던 월평균 체류 시간은 지난달 기준 61분으로 약 10% 증가했습니다. SKT는 이프랜드 출시 1주년을 맞아 ‘이프랜드 2.0’ 단계로의 진화를 선언하고 3분기 내로 사용자 참여를 강화하기 위한 신규 기능을 추가하겠다고 밝혔습니다. 이용자들이 출석과 미션 수행 등의 활동을 하면 현금처럼 사용 가능한 포인트를 지급하고, 메타버스 모임을 주최하는 호스트를 후원하는 기능을 추가하는 등 내부 경제 시스템을 순차적으로 도입할 계획입니다. SKT는 이프랜드 운영 경험과 노하우를 유럽과 북미, 중동, 아시아 등 세계 주요 지역별 대표 통신사에 전파할 계획이라고 설명했습니다.[사진 출처 : 연합뉴스 / SK텔레콤 제공]"
108,IT·과학,LG유플러스는 울산항만공사와 에코 스마트항만 조성을 위한 사업협력 업무협약(MOU)을 체결했다고 오늘(13일) 밝혔습니다. LG유플러스는 울산항만공사가 이용할 전용 5G망과 MEC 플랫폼을 설계해 서비스망의 안정성·확장성·보안성·관리 효율성을 확충할 계획입니다. MEC는 분산 클라우드 컴퓨팅으로 데이터센터를 서비스 현장에 가깝게 배치하는 기술입니다. 또 양사는 5G RTK(Real Time Kinematic)·디지털 트윈 기술 등을 활용해 울산항 전역을 사각 지역 없이 실시간 모니터링하는 통합관제 플랫폼을 구축할 예정입니다.[사진 출처 : 연합뉴스 / LG유플러스 제공]
109,IT·과학,"KT그룹 부동산 전문회사 KT에스테이트가 국내 최초로 오피스·상가 임대차 계약에 대한 블록체인 기반 전자계약 서비스를 구축했다고 오늘(13일) 밝혔습니다. 블록체인 기반 전자계약 서비스는 빌딩 오피스 및 상가 임대차 계약을 임차인의 공인인증서 또는 휴대폰 명의 인증을 통해 실시간 임대차 계약을 체결하는 서비스입니다. KT에스테이트의 임대차 전자계약 서비스를 사용하게 되면 비대면 계약 체결이 가능하고, 또 체결된 계약서는 암호화되어 문서가 자동 보관되는데, 기존의 대면 계약과 마찬가지로 동일한 법적 효력을 가집니다. 과학기술정보통신부의 인가를 받은 KT Document-DX 페이퍼리스(paperless.kt.com) 플랫폼을 활용해, 계약의 체결부터 전자 계약서의 보관까지 블록체인 기술을 적용했기 때문이라고 회사 측은 설명했습니다. 이 플랫폼은 전자문서의 생성·증명·폐기 등 생애주기 전반을 관리하며, 진본성과 위·변조 여부를 기술적으로 입증할 수 있습니다. 과학기술정보통신부는 지난 2020년 12월에 전자 문서 계약서를 공인 전자문서센터에 보관하는 경우 법적 효력을 부여한다는 내용의 ‘전자문서 및 전자거래 기본법’을 개정한 바 있습니다."
110,경제,"해양수산부는 소비자 체감 물가를 완화하기 위해 내일(14일)부터 31일까지 ‘2022년 대한민국 수산대전 7월 여름휴가 특별전’을 개최합니다. 행사 품목은 오징어, 고등어, 명태, 갈치, 조기(굴비), 마른 멸치 등 대중성 어종 6종과 가정 내 소비가 증가한 포장회 2종(우럭·광어)입니다.  이번 행사에는 이마트, 홈플러스, 롯데마트, GS리테일, 이마트트레이더스 등 오프라인 12개사와 SSG닷컴(쓱 닷컴), 쿠팡, 위메프 등 21개 온라인 쇼핑몰이 참여합니다. 해수부는 1인당 1만 원 한도로 20% 할인 혜택을 지원합니다. 참여 업체의 자체 할인을 더 해 최대 40%까지 할인된 가격에 행사 품목을 구매할 수 있습니다. 소비자들은 전통시장에서도 한국간편결제진흥원 제로페이 앱에서 20% 할인된 가격으로 모바일 수산물 상품권을 구매할 수 있습니다. 1인당 최대 20만 원까지 구매할 수 있으며, 최대 4만 원까지 할인받을 수 있습니다.[사진 출처 : 연합뉴스]"
111,사회,"수도권과 강원, 충남 지역에 호우주의보가 내려지면서, 행정안전부가 비상근무를 시작했습니다. 행정안전부는 오늘(13일) 오전 8시부터 호우 대응을 위한 중대본 비상근무 1단계를 가동한다고 밝혔습니다. 또, 위기 경보 수준도 '관심'에서 '주의'로 높였습니다. 기상청은 중부와 호남지방, 경북 지역에 30에서 100mm의 비가 내리겠고, 특히 경기 북부와 강원 북부 내륙에는 최대 150mm가 넘는 많은 비가 오는 곳이 있을 거라고 예상했습니다. 중대본은 오늘 오전 11시 기준 백령도와 인천을 오가는 여객선 등 17척의 운행이 통제됐다고 밝혔습니다. 또 북한산과 치악산 등 3개 국립공원 내 110개 탐방로와 서울 등에 있는 산책로 27곳, 7개 둔치 주차장도 모두 통제됐습니다. 중대본은 호우 피해가 우려되는 하천과 해안가, 저지대, 야영장을 사전에 점검하기로 했습니다. 아울러 비가 많이 왔던 경기 북부 지역 등은 지반이 약해진 만큼 급경사지와 같은 위험지역을 중심으로 신속하게 점검하고, 필요한 경우 주민들을 미리 대피시키기로 했습니다.[사진 출처 : 연합뉴스]"
112,사회,"서해에서 북한군 총격으로 숨진 해양수산부 공무원 이대준 씨 사건을 수사하고 있는 검찰이 참고인 조사를 잇달아 진행하며 수사에 속도를 내고 있습니다. 서울중앙지검 공공수사1부(부장검사 이희동)는 그제(11일) 윤형진 국방부 국방정책실 정책기획과장을 참고인 신분으로 불러 조사했습니다. 검찰은 윤 과장에게 숨진 공무원 이대준 씨가 자진 월북했다던 과거 입장을 국방부가 1년여 만에 뒤집은 배경과 사건 당시 국방부 조치 상황 등을 확인한 것으로 알려졌습니다. 국방부는 이 씨 실종 사흘 뒤인 2020년 9월 24일 브리핑에서 이 씨가 자진해서 월북을 시도한 것으로 본다고 밝혔습니다. 당시 국방부는 특별취급정보(SI) 등을 통해 ▲이 씨가 구명조끼를 착용했고 ▲선박에서 이탈할 때 자신의 신발을 선박에 벗어놨고 ▲해상에서 소형 부유물을 이용했고 ▲북한 선박에 월북 의사를 표시했다고 발표했습니다. 그러나 국방부는 1년 9개월이 지난 지난달 16일 “관련 내용을 다시 한번 분석한 결과 실종 공무원의 자진 월북을 입증할 수 없었다”며 기존 입장을 뒤집었습니다. 윤 과장은 당시 브리핑에 직접 나와 “피살된 공무원이 월북을 시도했을 것으로 추정된다고 발표해 국민께 혼선을 드렸다”며 “보안 관계상 모든 것을 공개하지 못해 유감스럽게 생각한다”며 사과했습니다. 공공수사1부는 국가정보원이 박지원 전 원장을 국정원법 위반 등의 혐의로 고발한 사건과 관련해 최근 국정원 관계자도 고발인 신분으로 불러 조사한 것으로도 알려졌습니다. 검찰은 국정원과 국방부 관계자를 상대로 기초 조사를 마치는 대로 사실관계 확인에 필요한 자료 확보를 위해 국정원과 국방부 등에 대한 압수수색에 나설 것으로 보입니다. 검찰이 당시 국방부와 해경의 월북 판단 배경에 문재인 정부 청와대의 지침이 있었는지 등도 수사할 예정인 만큼 당시 청와대 핵심 관계자까지 줄줄이 수사 선상에 오를 수 있다는 관측이 나옵니다. 대검찰청은 수사 범위가 방대한 점을 고려해 최근 서울중앙지검 공공수사1부에 다른 검찰청 검사 2명을 파견했고, 수사 인력을 부장검사를 포함해 9명으로 늘렸습니다.[사진 출처 : 연합뉴스]"
113,국제,"우크라이나가 러시아가 봉쇄한 흑해 대신 다뉴브강을 통한 곡물 수출을 본격화했습니다. 로이터 통신에 따르면 유리 바스코우 우크라이나 인프라부 차관은 현지시각 12일 성명을 통해 “지난 4시간 동안 선박 16척이 비스트레 하구를 통과했다”며 “지금 속도를 유지할 계획”이라고 밝혔니다.  우크라이나 인프라부는 선박 16척이 수출 곡물을 실을 준비를 하고 있으며 다른 90척은 근처 루마니아 술리나 운하에서 대기 중이라고 밝혔습니다. 우크라이나는 근처에 있는 흑해 요충지 뱀섬을 지난달 말 탈환함에 따라 루마니아를 통해 유럽으로 이어지는 다뉴브강을 수로로 쓸 수 있게 됐습니다. 따라서 흑해 봉쇄 탓에 현지에 발이 묶인 곡물이 해외시장에 풀리는 데 속도가 붙을 것으로 기대됩니다. 하지만 전쟁 전 수준으로 수출을 정상화하기에는 부족하다는 평갑니다. 한편 우크라이나와 러시아는 현지시각 13일 튀르키예 이스탄불에서 튀르키예, 유엔 관계자와 함께 4자 회담을 열어 흑해항을 통한 수출 재개안을 논의할 예정입니다.[사진 출처 : AFP=연합뉴스]"
114,국제,"세계적 기업들이 러시아를 떠나는 가운데 세계 최대 장난감 제조업체인 레고도 러시아에서의 모든 영업을 중단하기로 했습니다. AFP 통신에 따르면 레고 대변인은 현지시각 12일 “사업 환경상 광범위한 혼란이 지속되고 있어 러시아 사업을 무기한 중단하기로 했다”고 밝혔습니다. 레고 측은 러시아 사업장에서 신규 고용을 종료하고, 레고를 대신해 러시아 매장을 운영해 온 IRG(Inventive Retail Group)사와의 파트너십도 해지했다고 덧붙였습니다. 덴마크 회사인 레고는 러시아가 지난 2월 우크라이나를 침공하자 3월부터 러시아에 대한 제품 납품을 중단한 바 있습니다.[사진 출처 : AFP=연합뉴스]"
115,국제,"중미 파나마에서 기름값 등 생활 물가 상승에 항의하는 시위가 잇따랐습니다. 현지시각 12일 수도 파나마시티 등 파나마 곳곳에서는 노동자들을 중심으로 한 시위대가 거리를 행진하며 정부를 향한 불만을 쏟아냈다고 AP통신 등이 보도했습니다. 이달 초 교사 노조가 먼저 기름값 인하 등을 요구하며 파업 시위를 시작했고 다른 노동자들과 학생, 원주민들이 가세했습니다. 시위는 일주일 넘게 이어지고 있으며, 시위대는 미주 대륙을 종단하는 팬아메리카 고속도로 일부도 봉쇄했습니다. 인구 430만 명 가량인 파나마의 물가 상승률은 연 4%대입니다. 특히 연료비는 1월 이후 47%나 급등했다고 AFP통신은 전했습니다. 중남미에서는 앞서 페루와 에콰도르 등에서도 연료비 등 물가 상승이 대규모 반(反)정부 시위로 번지는 등 가파른 물가 상승에 따른 시위가 도미노처럼 번지고 있습니다.[사진 출처 : EPA=연합뉴스]"
